GeneID	Length
LOC117825762	3955
LOC117825763	1021
LOC117825764	1028
LOC117825766	3721
LOC117825768	504
LOC117825774	797
LOC117825777	1996
LOC117825779	1357
LOC117825780	2620
LOC117825784	4683
LOC117825785	477
LOC117825786	555
LOC117825789	3670
LOC117825790	5227
LOC117825793	562
LOC117825800	3205
LOC117825802	7206
LOC117825805	5515
LOC117825806	2789
LOC117825814	3346
LOC117825815	2204
LOC117825817	3071
LOC117825818	1755
LOC117825819	7297
LOC117825828	1354
LOC117825831	1356
LOC117825833	2854
LOC117825834	471
LOC117825835	13399
LOC117825837	2695
LOC117825839	768
LOC117825841	821
LOC117825842	481
LOC117825843	1242
LOC117825844	667
LOC117825845	544
LOC117825846	1002
LOC117825847	917
LOC117825848	5575
LOC117825852	1588
LOC117825853	1332
LOC117825854	1466
LOC117825859	3082
LOC117825862	3023
LOC117825863	1381
LOC117825864	1842
LOC117825866	2152
LOC117825870	285
LOC117825872	212
LOC117825873	1758
LOC117825876	1519
LOC117825877	212
LOC117825883	906
LOC117825886	1422
LOC117825887	3896
LOC117825891	4532
LOC117825893	1141
LOC117825900	759
LOC117825903	286
LOC117825905	572
LOC117825906	6139
LOC117825911	883
LOC117825913	438
LOC117825914	3117
LOC117825917	6153
LOC117825919	4746
LOC117825920	571
LOC117825922	2161
LOC117825923	2592
LOC117825925	1030
LOC117825927	714
LOC117825928	1715
LOC117825933	2404
LOC117825934	2454
LOC117825935	1330
LOC117825938	489
LOC117825940	2670
LOC117825941	2550
LOC117825942	4370
LOC117825943	1101
LOC117825944	1865
LOC117825946	3978
LOC117825947	14770
LOC117825948	2986
LOC117825951	462
LOC117825954	300
LOC117825956	4460
LOC117825963	4728
LOC117825967	931
LOC117825971	5781
LOC117825972	1748
LOC117825973	1666
LOC117825975	4355
LOC117825980	2552
LOC117825982	1059
LOC117825985	2399
LOC117825986	933
LOC117825987	3299
LOC117825988	164
LOC117825990	164
LOC117825991	164
LOC117825992	164
LOC117825993	164
LOC117825994	164
LOC117825995	164
LOC117825996	164
LOC117825997	164
LOC117825998	164
LOC117825999	164
LOC117826000	163
LOC117826001	191
LOC117826002	191
LOC117826003	191
LOC117826004	191
LOC117826006	191
LOC117826007	191
LOC117826008	191
LOC117826009	191
LOC117826010	191
LOC117826011	164
LOC117826012	191
LOC117826013	191
LOC117826014	191
LOC117826016	149
LOC117826017	148
LOC117826018	148
LOC117826019	148
LOC117826020	147
LOC117826021	1711
LOC117826022	136
LOC117826023	164
LOC117826024	75
LOC117826025	132
LOC117826026	164
LOC117826141	6156
LOC117826151	1159
LOC117826152	7484
LOC117826156	2097
LOC117826157	1743
LOC117826158	1787
LOC117826160	2779
LOC117826163	2414
LOC117826166	900
LOC117826168	4754
LOC117826169	5539
LOC117826171	1592
LOC117826174	3053
LOC117826177	565
LOC117826181	4410
LOC117826182	333
LOC117826183	4611
LOC117826186	7489
LOC117826189	7163
LOC117826190	340
LOC117826191	7168
LOC117826192	4461
LOC117826193	2561
LOC117826194	2620
LOC117826195	1881
LOC117826197	1453
LOC117826198	1314
LOC117826199	1206
LOC117826201	3762
LOC117826202	2102
LOC117826203	2059
LOC117826204	779
LOC117826205	5202
LOC117826207	5239
LOC117826209	2586
LOC117826210	2859
LOC117826211	2165
LOC117826212	2475
LOC117826213	2550
LOC117826214	2585
LOC117826215	2156
LOC117826216	1616
LOC117826217	2578
LOC117826220	1005
LOC117826221	2824
LOC117826223	3011
LOC117826226	2032
LOC117826227	1054
LOC117826229	2580
LOC117826230	4675
LOC117826231	5134
LOC117826232	1125
LOC117826235	3239
LOC117826236	2545
LOC117826237	1913
LOC117826238	7339
LOC117826240	383
LOC117826242	1560
LOC117826243	1838
LOC117826245	340
LOC117826247	2309
LOC117826249	2883
LOC117826250	2061
LOC117826251	832
LOC117826252	3621
LOC117826256	682
LOC117826257	4843
LOC117826258	628
LOC117826260	3490
LOC117826261	2945
LOC117826262	3283
LOC117826264	2338
LOC117826265	342
LOC117826266	2244
LOC117826267	477
LOC117826269	3909
LOC117826270	1564
LOC117826271	4228
LOC117826272	4213
LOC117826273	2667
LOC117826274	4764
LOC117826277	2504
LOC117826278	2333
LOC117826279	1758
LOC117826282	2851
LOC117826283	374
LOC117826284	2958
LOC117826285	2504
LOC117826286	2491
LOC117826287	855
LOC117826288	484
LOC117826289	344
LOC117826290	4318
LOC117826292	3491
LOC117826296	2111
LOC117826298	5185
LOC117826299	558
LOC117826300	557
LOC117826304	3665
LOC117826305	5069
LOC117826306	446
LOC117826309	1953
LOC117826310	724
LOC117826314	3097
LOC117826315	4853
LOC117826318	1022
LOC117826320	5055
LOC117826322	1200
LOC117826325	1887
LOC117826326	2054
LOC117826328	4009
LOC117826330	9041
LOC117826332	2134
LOC117826333	789
LOC117826335	3907
LOC117826337	2195
LOC117826338	3009
LOC117826342	1092
LOC117826343	768
LOC117826344	3296
LOC117826346	1388
LOC117826350	445
LOC117826351	486
LOC117826354	4457
LOC117826355	2651
LOC117826356	1941
LOC117826357	2233
LOC117826358	1895
LOC117826359	2040
LOC117826360	2729
LOC117826361	2472
LOC117826362	2059
LOC117826363	1835
LOC117826364	2518
LOC117826365	4698
LOC117826366	2430
LOC117826367	1235
LOC117826369	3304
LOC117826371	2261
LOC117826376	501
LOC117826377	4293
LOC117826378	301
LOC117826382	597
LOC117826384	2740
LOC117826386	1563
LOC117826387	3545
LOC117826388	444
LOC117826389	5944
LOC117826399	1588
LOC117826400	1564
LOC117826401	2918
LOC117826402	3512
LOC117826405	7805
LOC117826406	3791
LOC117826407	2229
LOC117826408	2623
LOC117826412	3631
LOC117826413	801
LOC117826414	3369
LOC117826415	5032
LOC117826420	2777
LOC117826422	1067
LOC117826423	872
LOC117826424	572
LOC117826425	476
LOC117826426	510
LOC117826428	1199
LOC117826434	1485
LOC117826435	2776
LOC117826436	4418
LOC117826439	1808
LOC117826443	8736
LOC117826444	7324
LOC117826445	2227
LOC117826446	1231
LOC117826447	1072
LOC117826448	2953
LOC117826449	1565
LOC117826451	4408
LOC117826452	1945
LOC117826456	6182
LOC117826463	2687
LOC117826466	4531
LOC117826468	3317
LOC117826476	703
LOC117826478	2445
LOC117826480	1448
LOC117826485	4239
LOC117826490	2099
LOC117826492	1946
LOC117826493	2882
LOC117826494	2518
LOC117826496	4975
LOC117826497	5825
LOC117826498	1325
LOC117826499	2705
LOC117826502	1707
LOC117826503	858
LOC117826505	2237
LOC117826511	1706
LOC117826512	1778
LOC117826513	11246
LOC117826514	2210
LOC117826516	1885
LOC117826517	660
LOC117826519	2850
LOC117826520	404
LOC117826521	4201
LOC117826523	1055
LOC117826524	1749
LOC117826528	3922
LOC117826531	843
LOC117826536	3760
LOC117826537	3420
LOC117826538	2670
LOC117826543	2580
LOC117826545	2809
LOC117826546	801
LOC117826547	1470
LOC117826549	2824
LOC117826551	663
LOC117826553	681
LOC117826557	3908
LOC117826558	3059
LOC117826562	624
LOC117826570	4788
LOC117826571	1763
LOC117826572	4788
LOC117826573	1071
LOC117826574	754
LOC117826576	1979
LOC117826584	4807
LOC117826585	4509
LOC117826588	1751
LOC117826589	6431
LOC117826591	786
LOC117826592	3812
LOC117826593	6996
LOC117826595	2055
LOC117826598	703
LOC117826600	2461
LOC117826603	3265
LOC117826608	315
LOC117826609	3581
LOC117826610	1786
LOC117826611	618
LOC117826612	895
LOC117826613	3706
LOC117826614	4765
LOC117826615	2529
LOC117826617	354
LOC117826618	2365
LOC117826619	5382
LOC117826620	2535
LOC117826622	1055
LOC117826623	2700
LOC117826624	443
LOC117826626	591
LOC117826628	4617
LOC117826629	1352
LOC117826631	1669
LOC117826634	1131
LOC117826635	1608
LOC117826636	1641
LOC117826637	531
LOC117826638	1641
LOC117826639	1629
LOC117826641	1116
LOC117826647	919
LOC117826648	2149
LOC117826649	6882
LOC117826650	6487
LOC117826651	2131
LOC117826652	1653
LOC117826654	6013
LOC117826655	3009
LOC117826659	2111
LOC117826661	7829
LOC117826662	654
LOC117826664	2382
LOC117826666	7444
LOC117826667	5438
LOC117826668	2729
LOC117826673	3462
LOC117826674	1231
LOC117826676	4410
LOC117826677	2104
LOC117826678	970
LOC117826679	1814
LOC117826680	1654
LOC117826682	3213
LOC117826683	1362
LOC117826684	2553
LOC117826685	1780
LOC117826686	4719
LOC117826689	2819
LOC117826692	3021
LOC117826693	5415
LOC117826695	648
LOC117826700	1255
LOC117826703	1514
LOC117826705	4198
LOC117826706	2244
LOC117826707	3743
LOC117826708	1386
LOC117826709	8764
LOC117826710	6563
LOC117826711	3913
LOC117826715	2413
LOC117826716	2110
LOC117826717	1997
LOC117826719	1822
LOC117826720	2664
LOC117826721	807
LOC117826724	2313
LOC117826728	898
LOC117826729	819
LOC117826732	1117
LOC117826733	816
LOC117826736	3613
LOC117826737	1653
LOC117826739	539
LOC117826740	643
LOC117826741	2198
LOC117826742	632
LOC117826744	698
LOC117826746	566
LOC117826748	1835
LOC117826753	4773
LOC117826757	3824
LOC117826759	3506
LOC117826760	4424
LOC117826761	3191
LOC117826762	3242
LOC117826764	5951
LOC117826765	846
LOC117826768	4092
LOC117826769	1929
LOC117826771	5568
LOC117826772	2267
LOC117826773	1926
LOC117826779	4129
LOC117826780	5029
LOC117826783	17571
LOC117826785	1841
LOC117826786	578
LOC117826789	5209
LOC117826790	3804
LOC117826791	1961
LOC117826792	1274
LOC117826800	540
LOC117826805	5470
LOC117826807	3811
LOC117826808	2614
LOC117826811	1616
LOC117826812	1949
LOC117826815	2842
LOC117826816	1334
LOC117826820	1738
LOC117826821	847
LOC117826822	732
LOC117826824	822
LOC117826825	4050
LOC117826826	1144
LOC117826827	246
LOC117826831	4555
LOC117826834	1040
LOC117826836	2049
LOC117826841	1098
LOC117826846	996
LOC117826848	2357
LOC117826851	1302
LOC117826854	2933
LOC117826856	3327
LOC117826857	4774
LOC117826862	2010
LOC117826865	2032
LOC117826866	241
LOC117826867	8312
LOC117826869	8925
LOC117826871	2725
LOC117826873	1935
LOC117826874	1854
LOC117826876	4738
LOC117826879	1849
LOC117826880	2510
LOC117826883	2406
LOC117826890	3352
LOC117826892	1027
LOC117826893	1407
LOC117826894	1868
LOC117826895	2019
LOC117826896	2424
LOC117826897	2339
LOC117826899	2171
LOC117826901	3723
LOC117826902	2437
LOC117826903	384
LOC117826904	8068
LOC117826905	1736
LOC117826906	1879
LOC117826909	2905
LOC117826917	1189
LOC117826919	11069
LOC117826923	405
LOC117826924	4057
LOC117826926	898
LOC117826927	1417
LOC117826930	1366
LOC117826931	4495
LOC117826935	304
LOC117826937	2416
LOC117826938	1973
LOC117826940	2681
LOC117826942	863
LOC117826943	3462
LOC117826946	1921
LOC117826947	512
LOC117826949	1057
LOC117826952	2255
LOC117826953	1066
LOC117826956	3371
LOC117826959	1899
LOC117826960	3164
LOC117826961	8893
LOC117826963	2736
LOC117826966	1678
LOC117826968	2594
LOC117826969	707
LOC117826971	8720
LOC117826972	1426
LOC117826975	1230
LOC117826976	3369
LOC117826978	3445
LOC117826982	2815
LOC117826986	647
LOC117826987	604
LOC117826988	735
LOC117826989	744
LOC117826990	816
LOC117826992	614
LOC117826995	479
LOC117826998	1322
LOC117827004	2274
LOC117827005	1273
LOC117827007	299
LOC117827012	2291
LOC117827014	4746
LOC117827015	2333
LOC117827018	1108
LOC117827019	600
LOC117827024	851
LOC117827025	777
LOC117827029	1257
LOC117827031	6091
LOC117827032	653
LOC117827033	5512
LOC117827034	657
LOC117827036	5282
LOC117827037	1033
LOC117827038	831
LOC117827041	253
LOC117827042	4212
LOC117827043	1810
LOC117827044	2073
LOC117827045	6186
LOC117827046	1192
LOC117827050	1981
LOC117827052	1485
LOC117827054	391
LOC117827055	5370
LOC117827056	5505
LOC117827060	1776
LOC117827063	1816
LOC117827068	1702
LOC117827069	1547
LOC117827071	3293
LOC117827074	1221
LOC117827077	2080
LOC117827079	3179
LOC117827081	1768
LOC117827082	787
LOC117827083	693
LOC117827084	609
LOC117827085	1096
LOC117827086	605
LOC117827087	673
LOC117827088	550
LOC117827089	671
LOC117827090	985
LOC117827091	463
LOC117827092	1959
LOC117827095	507
LOC117827096	1978
LOC117827097	1969
LOC117827098	1865
LOC117827099	2712
LOC117827101	769
LOC117827103	265
LOC117827104	3687
LOC117827105	787
LOC117827107	5969
LOC117827108	774
LOC117827110	572
LOC117827115	2030
LOC117827116	1138
LOC117827118	2241
LOC117827121	1090
LOC117827123	5409
LOC117827124	879
LOC117827125	2139
LOC117827126	1767
LOC117827127	918
LOC117827130	8637
LOC117827131	8361
LOC117827134	8347
LOC117827135	3789
LOC117827137	1760
LOC117827138	3228
LOC117827139	1275
LOC117827141	2842
LOC117827144	12243
LOC117827145	668
LOC117827146	5767
LOC117827147	3603
LOC117827148	617
LOC117827149	3074
LOC117827150	2286
LOC117827151	2188
LOC117827156	7808
LOC117827157	3680
LOC117827159	3907
LOC117827163	860
LOC117827165	1908
LOC117827166	533
LOC117827168	4404
LOC117827169	4148
LOC117827170	1372
LOC117827172	1243
LOC117827173	3927
LOC117827176	1982
LOC117827177	2191
LOC117827178	4931
LOC117827179	2538
LOC117827180	642
LOC117827181	671
LOC117827182	1105
LOC117827183	556
LOC117827184	484
LOC117827189	1384
LOC117827191	269
LOC117827195	967
LOC117827202	548
LOC117827208	19069
LOC117827209	2342
LOC117827212	2439
LOC117827215	2405
LOC117827216	811
LOC117827217	8263
LOC117827220	1200
LOC117827221	1231
LOC117827222	1106
LOC117827223	2164
LOC117827226	580
LOC117827231	5794
LOC117827239	3176
LOC117827241	1984
LOC117827242	5170
LOC117827245	1398
LOC117827247	649
LOC117827248	603
LOC117827249	818
LOC117827250	676
LOC117827251	436
LOC117827252	465
LOC117827256	856
LOC117827257	723
LOC117827259	3172
LOC117827263	609
LOC117827264	1038
LOC117827265	222
LOC117827266	3043
LOC117827267	892
LOC117827270	2019
LOC117827271	240
LOC117827273	5149
LOC117827274	355
LOC117827277	2070
LOC117827281	367
LOC117827282	496
LOC117827286	3051
LOC117827287	2433
LOC117827288	1209
LOC117827291	4648
LOC117827293	1605
LOC117827294	3639
LOC117827297	2668
LOC117827298	2361
LOC117827299	827
LOC117827301	545
LOC117827302	10552
LOC117827306	396
LOC117827308	1499
LOC117827309	5927
LOC117827310	5903
LOC117827311	5920
LOC117827312	6079
LOC117827313	1394
LOC117827315	2702
LOC117827317	737
LOC117827323	1723
LOC117827324	2317
LOC117827326	3609
LOC117827328	1226
LOC117827329	517
LOC117827330	207
LOC117827333	549
LOC117827335	1853
LOC117827337	422
LOC117827338	300
LOC117827342	3919
LOC117827346	4683
LOC117827347	651
LOC117827348	4850
LOC117827349	5152
LOC117827350	639
LOC117827351	3119
LOC117827353	3089
LOC117827354	3491
LOC117827356	1046
LOC117827358	5026
LOC117827360	7420
LOC117827361	1220
LOC117827362	2185
LOC117827363	2935
LOC117827364	2247
LOC117827365	381
LOC117827368	4584
LOC117827373	3282
LOC117827374	2512
LOC117827375	3418
LOC117827377	4558
LOC117827379	2237
LOC117827381	1942
LOC117827382	482
LOC117827384	563
LOC117827386	4113
LOC117827387	5963
LOC117827388	2392
LOC117827389	1105
LOC117827390	1363
LOC117827396	521
LOC117827400	1105
LOC117827401	376
LOC117827402	662
LOC117827403	260
LOC117827404	2637
LOC117827406	2006
LOC117827408	593
LOC117827409	10943
LOC117827414	4224
LOC117827415	2456
LOC117827416	1387
LOC117827417	2458
LOC117827420	1107
LOC117827422	1268
LOC117827426	8595
LOC117827427	764
LOC117827428	4422
LOC117827429	3485
LOC117827431	4586
LOC117827434	2558
LOC117827436	67
LOC117827437	68
LOC117827438	110
LOC117827439	76
LOC117827440	76
LOC117827441	129
LOC117827442	182
LOC117827443	182
LOC117827444	75
LOC117827445	74
LOC117827448	113
LOC117827449	69
LOC117827456	375
LOC117827462	4710
LOC117827489	1986
LOC117827496	1815
LOC117827498	350
LOC117827499	3058
LOC117827502	5536
LOC117827503	2206
LOC117827504	3653
LOC117827505	669
LOC117827510	948
LOC117827512	384
LOC117827513	2941
LOC117827514	780
LOC117827517	2646
LOC117827520	494
LOC117827522	2563
LOC117827525	6692
LOC117827526	1176
LOC117827527	638
LOC117827528	3159
LOC117827531	767
LOC117827536	498
LOC117827537	2533
LOC117827538	2375
LOC117827539	3597
LOC117827541	5011
LOC117827544	928
LOC117827547	985
LOC117827554	1145
LOC117827555	611
LOC117827556	981
LOC117827557	615
LOC117827561	3064
LOC117827562	1802
LOC117827563	1014
LOC117827564	415
LOC117827565	304
LOC117827567	4356
LOC117827571	1010
LOC117827573	2230
LOC117827574	1839
LOC117827581	1684
LOC117827582	1263
LOC117827584	6515
LOC117827586	2120
LOC117827587	2337
LOC117827593	1946
LOC117827594	1712
LOC117827595	1131
LOC117827596	1967
LOC117827597	8281
LOC117827599	1218
LOC117827600	1401
LOC117827601	782
LOC117827602	1381
LOC117827609	1688
LOC117827617	427
LOC117827623	2201
LOC117827624	1558
LOC117827626	709
LOC117827629	2641
LOC117827631	2916
LOC117827632	4335
LOC117827633	126
LOC117827634	1689
LOC117827636	565
LOC117827637	1993
LOC117827639	1657
LOC117827640	1111
LOC117827641	9475
LOC117827642	1349
LOC117827647	2096
LOC117827648	1353
LOC117827649	1721
LOC117827650	248
LOC117827651	5137
LOC117827654	2199
LOC117827656	11944
LOC117827658	4528
LOC117827661	1032
LOC117827662	153
LOC117827663	355
LOC117827667	1424
LOC117827668	4309
LOC117827669	348
LOC117827670	3368
LOC117827671	641
LOC117827672	1936
LOC117827673	2860
LOC117827674	2587
LOC117827675	1643
LOC117827676	1313
LOC117827677	1543
LOC117827678	1389
LOC117827679	1446
LOC117827681	522
LOC117827682	1816
LOC117827685	1322
LOC117827686	1758
LOC117827688	4151
LOC117827690	5684
LOC117827694	2962
LOC117827695	3695
LOC117827696	1988
LOC117827698	1894
LOC117827701	6394
LOC117827705	164
LOC117827706	226
LOC117827716	5937
LOC117827717	5004
LOC117827718	2639
LOC117827719	2096
LOC117827720	4071
LOC117827727	621
LOC117827728	2269
LOC117827732	7644
LOC117827736	531
LOC117827741	3115
LOC117827742	2863
LOC117827743	11119
LOC117827745	1178
LOC117827748	4870
LOC117827749	3648
LOC117827751	7041
LOC117827752	3885
LOC117827753	968
LOC117827755	2542
LOC117827761	8481
LOC117827764	4183
LOC117827766	3167
LOC117827767	4778
LOC117827771	2902
LOC117827774	347
LOC117827779	4200
LOC117827781	2798
LOC117827788	4194
LOC117827789	2010
LOC117827796	2276
LOC117827798	2202
LOC117827801	1512
LOC117827806	1684
LOC117827811	1046
LOC117827812	1038
LOC117827813	2473
LOC117827823	966
LOC117827824	515
LOC117827826	844
LOC117827827	538
LOC117827828	265
LOC117827829	179
LOC117827830	215
LOC117827831	496
LOC117827832	473
LOC117827833	947
LOC117827834	597
LOC117827842	1726
LOC117827848	784
LOC117827849	1345
LOC117827855	1732
LOC117827858	1921
LOC117827865	464
LOC117827867	7957
LOC117827868	2632
LOC117827871	1932
LOC117827873	1067
LOC117827879	905
LOC117827881	523
LOC117827883	4839
LOC117827885	2179
LOC117827886	2349
LOC117827887	3046
LOC117827889	3289
LOC117827890	3952
LOC117827891	2569
LOC117827892	1576
LOC117827895	905
LOC117827897	441
LOC117827898	362
LOC117827900	2669
LOC117827902	2009
LOC117827905	2177
LOC117827906	1010
LOC117827907	2326
LOC117827908	5892
LOC117827913	1927
LOC117827917	3282
LOC117827918	1968
LOC117827921	1935
LOC117827924	381
LOC117827926	327
LOC117827928	2471
LOC117827930	2478
LOC117827934	1996
LOC117827942	730
LOC117827943	6196
LOC117827944	4183
LOC117827948	1102
LOC117827949	861
LOC117827953	3432
LOC117827963	1161
LOC117827964	1112
LOC117827966	1336
LOC117827969	1517
LOC117827970	1879
LOC117827971	1449
LOC117827972	539
LOC117827973	830
LOC117827976	2001
LOC117827979	4697
LOC117827983	1408
LOC117827985	988
LOC117827988	730
LOC117827990	4123
LOC117827993	764
LOC117827994	1807
LOC117828000	889
LOC117828001	1402
LOC117828007	2642
LOC117828011	3006
LOC117828013	1937
LOC117828025	2056
LOC117828026	1913
LOC117828039	2884
LOC117828044	1048
LOC117828046	603
LOC117828047	3935
LOC117828048	2206
LOC117828050	11345
LOC117828051	353
LOC117828052	155
LOC117828053	2573
LOC117828054	2213
LOC117828055	6223
LOC117828056	2276
LOC117828057	1909
LOC117828058	1567
LOC117828059	1509
LOC117828060	1647
LOC117828062	1099
LOC117828064	2278
LOC117828071	1774
LOC117828077	1970
LOC117828080	5721
LOC117828081	1464
LOC117828082	2935
LOC117828084	1736
LOC117828085	749
LOC117828087	7389
LOC117828089	2173
LOC117828092	4330
LOC117828094	4185
LOC117828095	6855
LOC117828099	777
LOC117828100	1912
LOC117828102	686
LOC117828103	1124
LOC117828106	621
LOC117828108	2693
LOC117828114	1407
LOC117828115	2246
LOC117828117	1038
LOC117828118	1145
LOC117828121	5105
LOC117828122	1930
LOC117828124	493
LOC117828125	1325
LOC117828128	1496
LOC117828129	743
LOC117828130	772
LOC117828131	2636
LOC117828135	506
LOC117828136	1037
LOC117828139	2498
LOC117828141	2256
LOC117828142	1618
LOC117828143	1182
LOC117828147	876
LOC117828150	165
LOC117828151	1291
LOC117828157	7180
LOC117828158	337
LOC117828160	1410
LOC117828161	2048
LOC117828164	2957
LOC117828165	3260
LOC117828166	7504
LOC117828171	1557
LOC117828173	942
LOC117828174	729
LOC117828178	1905
LOC117828180	1333
LOC117828182	750
LOC117828184	1544
LOC117828187	713
LOC117828189	655
LOC117828191	1527
LOC117828193	713
LOC117828196	661
LOC117828198	810
LOC117828201	2171
LOC117828204	2061
LOC117828207	579
LOC117828210	833
LOC117828211	552
LOC117828212	608
LOC117828213	1629
LOC117828216	2682
LOC117828221	980
LOC117828223	464
LOC117828229	371
LOC117828230	248
LOC117828232	561
LOC117828233	1500
LOC117828235	831
LOC117828238	4145
LOC117828239	5328
LOC117828240	3765
LOC117828242	526
LOC117828245	278
LOC117828246	1212
LOC117828250	1269
LOC117828252	1094
LOC117828254	1158
LOC117828259	508
LOC117828260	525
LOC117828262	1771
LOC117828268	970
LOC117828271	1488
LOC117828272	1633
LOC117828273	1554
LOC117828275	783
LOC117828278	683
LOC117828279	570
LOC117828283	1586
LOC117828285	555
LOC117828286	4313
LOC117828287	1318
LOC117828289	981
LOC117828292	565
LOC117828293	682
LOC117828295	1068
LOC117828297	440
LOC117828298	4043
LOC117828299	1795
LOC117828300	1773
LOC117828301	697
LOC117828305	744
LOC117828306	807
LOC117828309	1280
LOC117828310	2345
LOC117828311	1050
LOC117828312	546
LOC117828314	1409
LOC117828315	1967
LOC117828317	348
LOC117828319	1241
LOC117828320	1195
LOC117828321	1081
LOC117828322	1194
LOC117828326	648
LOC117828327	2050
LOC117828328	13088
LOC117828330	916
LOC117828331	1073
LOC117828332	3930
LOC117828333	432
LOC117828334	4744
LOC117828335	759
LOC117828336	1253
LOC117828338	4492
LOC117828339	1178
LOC117828340	3694
LOC117828341	372
LOC117828342	2363
LOC117828343	4211
LOC117828344	375
LOC117828345	336
LOC117828346	408
LOC117828347	2525
LOC117828348	3653
LOC117828349	950
LOC117828350	1179
LOC117828352	2519
LOC117828353	1074
LOC117828354	1434
LOC117828355	2387
LOC117828356	3767
LOC117828357	3721
LOC117828359	2211
LOC117828360	1879
LOC117828364	645
LOC117828365	623
LOC117828370	2203
LOC117828371	4348
LOC117828373	1898
LOC117828374	2138
LOC117828376	792
LOC117828379	649
LOC117828383	1743
LOC117828385	322
LOC117828390	1070
LOC117828391	5124
LOC117828398	2000
LOC117828405	1542
LOC117828411	4088
LOC117828413	4722
LOC117828414	372
LOC117828415	2101
LOC117828419	3696
LOC117828420	1853
LOC117828423	1455
LOC117828428	528
LOC117828434	1785
LOC117828437	1437
LOC117828438	785
LOC117828440	2875
LOC117828441	6741
LOC117828442	5085
LOC117828448	355
LOC117828450	3291
LOC117828459	675
LOC117828462	1027
LOC117828463	612
LOC117828466	3995
LOC117828468	267
LOC117828469	5593
LOC117828470	825
LOC117828471	3117
LOC117828473	4074
LOC117828474	943
LOC117828475	2175
LOC117828478	3290
LOC117828479	2210
LOC117828484	1751
LOC117828488	7542
LOC117828491	2065
LOC117828493	2510
LOC117828494	2062
LOC117828495	1803
LOC117828496	1113
LOC117828498	1783
LOC117828500	4256
LOC117828504	297
LOC117828506	1568
LOC117828507	1832
LOC117828508	2236
LOC117828513	519
LOC117828515	1706
LOC117828516	587
LOC117828517	613
LOC117828521	1614
LOC117828523	5955
LOC117828525	6858
LOC117828531	2314
LOC117828536	2481
LOC117828537	1875
LOC117828538	2590
LOC117828539	2081
LOC117828540	2894
LOC117828541	2489
LOC117828542	2169
LOC117828543	1956
LOC117828544	4482
LOC117828550	1307
LOC117828551	4834
LOC117828553	2428
LOC117828554	1149
LOC117828555	514
LOC117828557	2338
LOC117828559	922
LOC117828561	2111
LOC117828564	1125
LOC117828566	8980
LOC117828567	2560
LOC117828568	1541
LOC117828570	1601
LOC117828572	2509
LOC117828573	150
LOC117828574	68
LOC117828575	133
LOC117828576	133
LOC117828577	73
LOC117828578	137
LOC117828579	136
LOC117828580	138
LOC117828581	138
LOC117828582	134
LOC117828583	130
LOC117828584	164
LOC117828586	135
LOC117828587	135
LOC117828588	135
LOC117828589	134
LOC117828590	134
LOC117828591	134
LOC117828592	130
LOC117828593	74
LOC117828594	132
LOC117828595	132
LOC117828596	137
LOC117828601	1168
LOC117828605	4318
LOC117828606	2630
LOC117828608	8209
LOC117828609	353
LOC117828610	563
LOC117828611	1414
LOC117828612	1365
LOC117828614	1039
LOC117828617	3610
LOC117828618	3474
LOC117828619	1243
LOC117828620	2375
LOC117828622	6636
LOC117828626	2005
LOC117828627	2962
LOC117828629	4955
LOC117828630	984
LOC117828631	1674
LOC117828633	4361
LOC117828635	651
LOC117828637	331
LOC117828639	1086
LOC117828640	4458
LOC117828641	2550
LOC117828644	880
LOC117828646	401
LOC117828647	1682
LOC117828648	4007
LOC117828655	2877
LOC117828656	3189
LOC117828659	2636
LOC117828661	1891
LOC117828667	496
LOC117828668	1493
LOC117828669	992
LOC117828671	6389
LOC117828672	4900
LOC117828673	2992
LOC117828676	711
LOC117828677	1775
LOC117828678	7506
LOC117828680	4213
LOC117828681	1559
LOC117828683	1169
LOC117828684	306
LOC117828687	2765
LOC117828688	1344
LOC117828690	1620
LOC117828691	800
LOC117828692	2223
LOC117828694	2479
LOC117828696	1754
LOC117828697	2248
LOC117828698	1792
LOC117828699	1786
LOC117828700	330
LOC117828701	1792
LOC117828712	1822
LOC117828717	718
LOC117828718	791
LOC117828722	2904
LOC117828723	1334
LOC117828724	2270
LOC117828730	1762
LOC117828734	3716
LOC117828743	4962
LOC117828744	2357
LOC117828746	1358
LOC117828750	4610
LOC117828751	4195
LOC117828752	2044
LOC117828756	971
LOC117828761	3320
LOC117828763	1915
LOC117828764	734
LOC117828765	1928
LOC117828766	1860
LOC117828767	2210
LOC117828768	1500
LOC117828769	1765
LOC117828770	1614
LOC117828772	1618
LOC117828773	1790
LOC117828774	1790
LOC117828775	1537
LOC117828776	1908
LOC117828778	1711
LOC117828779	1492
LOC117828780	1486
LOC117828781	972
LOC117828782	250
LOC117828783	702
LOC117828784	545
LOC117828785	428
LOC117828791	725
LOC117828800	1309
LOC117828803	1418
LOC117828804	3824
LOC117828805	2821
LOC117828808	3176
LOC117828810	884
LOC117828811	699
LOC117828812	8465
LOC117828819	1112
LOC117828822	1232
LOC117828829	3573
LOC117828836	892
LOC117828837	10870
LOC117828838	825
LOC117828839	1467
LOC117828840	1029
LOC117828843	1319
LOC117828852	2824
LOC117828853	2570
LOC117828854	809
LOC117828855	2395
LOC117828860	4597
LOC117828861	2115
LOC117828865	1197
LOC117828866	523
LOC117828870	6813
LOC117828871	387
